abastecimientoFrecuenteEcopais;gastoCombustibleElectricidadEcopais;abastecimientoFrecuenteElectricidad;gastoCombustibleElectricidadElectricidad;abastecimientoFrecuenteGas;gastoFrecuenteGas;abastecimientoFrecuenteSuper;gastoCombustibleElectricidadSuper;abastecimientoFrecuenteExtra;gastoCombustibleElectricidadExtra;abastecimientoFrecuenteDiesel;gastoCombustibleElectricidadDiesel;id_vivienda;id_hogar;ciudad
1;30;2;0;2;0;2;0;2;0;2;0;101500141020320302;1015001410203203102;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500141020320402;1015001410203204102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500141020320502;1015001410203205102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500141020320602;1015001410203206102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500141020320702;1015001410203207102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500141040420103;1015001410404201103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500141040420203;1015001410404202103;10150
2;0;2;0;2;0;2;0;1;60;2;0;101500141040420503;1015001410404205103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500141040420603;1015001410404206103;10150
2;0;2;0;2;0;2;0;1;50;2;0;101500141040420703;1015001410404207103;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500141040420803;1015001410404208103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500141040420903;1015001410404209103;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500142010350103;1015001420103501103;10150
1;70;2;0;2;0;2;0;2;0;2;0;101500142010350203;1015001420103502103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500142010350303;1015001420103503103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500142010350403;1015001420103504103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500142010350503;1015001420103505103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500142010350603;1015001420103506103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500142010350703;1015001420103507103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500146020290101;1015001460202901101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500146020290201;1015001460202902101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500146020290301;1015001460202903101;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500146020290401;1015001460202904101;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500146020290501;1015001460202905101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500146020290601;1015001460202906101;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500146020290701;1015001460202907101;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500147020370101;1015001470203701101;10150
2;0;2;0;2;0;1;50;2;0;2;0;101500147020370201;1015001470203702101;10150
1;70;2;0;2;0;2;0;2;0;2;0;101500147020370301;1015001470203703101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500147020370501;1015001470203705101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500147020370701;1015001470203707101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500147020371001;1015001470203710101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500154010340103;1015001540103401103;10150
2;0;2;0;2;0;2;0;2;0;1;50;101500154010340203;1015001540103402103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500154010340303;1015001540103403103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500154010340403;1015001540103404103;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500154010340503;1015001540103405103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500154010340603;1015001540103406103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500154010340703;1015001540103407103;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500155010250201;1015001550102502101;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500155010250301;1015001550102503101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500155010250401;1015001550102504101;10150
1;75;2;0;2;0;2;0;2;0;2;0;101500155010250501;1015001550102505101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500155010250701;1015001550102507101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500155010250801;1015001550102508101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500155010250901;1015001550102509101;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500157020320102;1015001570203201102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500157020320202;1015001570203202102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500157020320302;1015001570203203102;10150
1;70;2;0;2;0;2;0;2;0;2;0;101500157020320402;1015001570203204102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500157020320502;1015001570203205102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500157020320602;1015001570203206102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500157020320702;1015001570203207102;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500161020270103;1015001610202701103;10150
1;90;2;0;2;0;2;0;2;0;2;0;101500161020270203;1015001610202702103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500161020270303;1015001610202703103;10150
2;0;2;0;2;0;2;0;1;70;2;0;101500161020270403;1015001610202704103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500161020270503;1015001610202705103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500161020270603;1015001610202706103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500161020270703;1015001610202707103;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500162040320202;1015001620403202102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500162040320302;1015001620403203102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500162040320502;1015001620403205102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500162040320602;1015001620403206102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500162040320702;1015001620403207102;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500162040320902;1015001620403209102;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500163020420103;1015001630204201103;10150
1;70;2;0;2;0;2;0;2;0;2;0;101500163020420203;1015001630204202103;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500163020420303;1015001630204203103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500163020420403;1015001630204204103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500163020420503;1015001630204205103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500163020420603;1015001630204206103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500163020420703;1015001630204207103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500164020320102;1015001640203201102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500164020320202;1015001640203202102;10150
1;6;2;0;2;0;2;0;2;0;2;0;101500164020320302;1015001640203203102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500164020320402;1015001640203204102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500164020320502;1015001640203205102;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500164020320602;1015001640203206102;10150
2;0;2;0;2;0;1;40;2;0;2;0;101500164020320702;1015001640203207102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500167020310102;1015001670203101102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500167020310202;1015001670203102102;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500167020310302;1015001670203103102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500167020310402;1015001670203104102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500167020310502;1015001670203105102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500167020310602;1015001670203106102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500167020310702;1015001670203107102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500168030420103;1015001680304201103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500168030420203;1015001680304202103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500168030420403;1015001680304204103;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500168030420503;1015001680304205103;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500168030420603;1015001680304206103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500168030420703;1015001680304207103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500168030420903;1015001680304209103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500170010280101;1015001700102801101;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500170010280201;1015001700102802101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500170010280301;1015001700102803101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500170010280401;1015001700102804101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500170010280501;1015001700102805101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500170010280601;1015001700102806101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500170010280701;1015001700102807101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500171020420103;1015001710204201103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500171020420203;1015001710204202103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500171020420303;1015001710204203103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500171020420403;1015001710204204103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500171020420503;1015001710204205103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500171020420603;1015001710204206103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500171020420703;1015001710204207103;10150
1;5;2;0;2;0;2;0;2;0;2;0;101500173020370101;1015001730203701101;10150
1;10;2;0;2;0;2;0;2;0;2;0;101500173020370201;1015001730203702101;10150
2;0;2;0;2;0;1;40;2;0;2;0;101500173020370301;1015001730203703101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500173020370401;1015001730203704101;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500173020370501;1015001730203705101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500173020370601;1015001730203706101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500173020370701;1015001730203707101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500174030410202;1015001740304102102;10150
1;160;2;0;2;0;2;0;2;0;2;0;101500174030410702;1015001740304107102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500174030410802;1015001740304108102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500174030410902;1015001740304109102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500174030411002;1015001740304110102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500176020310102;1015001760203101102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500176020310202;1015001760203102102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500176020310302;1015001760203103102;10150
1;200;2;0;2;0;2;0;2;0;2;0;101500176020310402;1015001760203104102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500176020310502;1015001760203105102;10150
2;0;2;0;2;0;2;0;2;0;1;20;101500176020310602;1015001760203106102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500176020310702;1015001760203107102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500177010260102;1015001770102601102;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500177010260202;1015001770102602102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500177010260302;1015001770102603102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500177010260402;1015001770102604102;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500177010260502;1015001770102605102;10150
1;10;2;0;2;0;2;0;2;0;2;0;101500177010260602;1015001770102606102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500177010260702;1015001770102607102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500178010340103;1015001780103401103;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500178010340203;1015001780103402103;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500178010340303;1015001780103403103;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500178010340403;1015001780103404103;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500178010340503;1015001780103405103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500178010340603;1015001780103406103;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500178010340703;1015001780103407103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500180030320102;1015001800303201102;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500180030320202;1015001800303202102;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500180030320302;1015001800303203102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500180030320402;1015001800303204102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500180030320502;1015001800303205102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500180030320602;1015001800303206102;10150
1;120;2;0;2;0;2;0;2;0;2;0;101500180030320702;1015001800303207102;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500186010370101;1015001860103701101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500186010370201;1015001860103702101;10150
2;0;2;0;2;0;2;0;2;0;1;20;101500186010370301;1015001860103703101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500186010370401;1015001860103704101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500186010370501;1015001860103705101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500186010370601;1015001860103706101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500186010370701;1015001860103707101;10150
1;200;2;0;2;0;2;0;2;0;2;0;101500189020280101;1015001890202801101;10150
1;35;2;0;2;0;2;0;2;0;2;0;101500189020280201;1015001890202802101;10150
1;10;2;0;2;0;2;0;2;0;2;0;101500189020280301;1015001890202803101;10150
2;0;2;0;2;0;2;0;2;0;1;5;101500189020280401;1015001890202804101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500189020280501;1015001890202805101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500189020280601;1015001890202806101;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500189020280701;1015001890202807101;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500193020250201;1015001930202502101;10150
2;0;2;0;2;0;1;30;1;30;2;0;101500193020250301;1015001930202503101;10150
2;0;2;0;2;0;2;0;1;60;2;0;101500193020250401;1015001930202504101;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500193020250501;1015001930202505101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500193020250601;1015001930202506101;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500193020250701;1015001930202507101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500193020250801;1015001930202508101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500195020370101;1015001950203701101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500195020370201;1015001950203702101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500195020370301;1015001950203703101;10150
1;10;2;0;2;0;2;0;2;0;2;0;101500195020370401;1015001950203704101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500195020370501;1015001950203705101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500195020370701;1015001950203707101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500195020370801;1015001950203708101;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500199050270103;1015001990502701103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500199050270203;1015001990502702103;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500199050270303;1015001990502703103;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500199050270403;1015001990502704103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500199050270503;1015001990502705103;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500199050270603;1015001990502706103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500199050270703;1015001990502707103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500204010270103;1015002040102701103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500204010270203;1015002040102702103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500204010270303;1015002040102703103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500204010270303;1015002040102703203;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500204010270403;1015002040102704103;10150
2;0;2;0;2;0;2;0;2;0;1;40;101500204010270503;1015002040102705103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500204010270603;1015002040102706103;10150
1;34;2;0;2;0;2;0;2;0;2;0;101500204010270703;1015002040102707103;10150
1;10;2;0;2;0;2;0;2;0;2;0;101500204030370101;1015002040303701101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500204030370201;1015002040303702101;10150
1;15;2;0;2;0;2;0;2;0;2;0;101500204030370301;1015002040303703101;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500204030370401;1015002040303704101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500204030370501;1015002040303705101;10150
1;15;2;0;2;0;2;0;2;0;2;0;101500204030370601;1015002040303706101;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500204030370701;1015002040303707101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500205010410102;1015002050104101102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205010410202;1015002050104102102;10150
1;110;2;0;2;0;2;0;2;0;2;0;101500205010410402;1015002050104104102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205010410502;1015002050104105102;10150
1;60;2;0;2;0;1;50;2;0;2;0;101500205010410602;1015002050104106102;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500205010410802;1015002050104108102;10150
2;0;2;0;2;0;1;80;2;0;2;0;101500205010410902;1015002050104109102;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500205020290101;1015002050202901101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205020290201;1015002050202902101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500205020290401;1015002050202904101;10150
1;100;2;0;2;0;2;0;2;0;1;80;101500205020290501;1015002050202905101;10150
2;0;2;0;2;0;2;0;2;0;1;80;101500205020290601;1015002050202906101;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500205020290701;1015002050202907101;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500205020290801;1015002050202908101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205040280101;1015002050402801101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205040280201;1015002050402802101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205040280301;1015002050402803101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500205040280401;1015002050402804101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500205040280501;1015002050402805101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500205040280601;1015002050402806101;10150
1;45;2;0;2;0;2;0;2;0;2;0;101500205040280701;1015002050402807101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500207030270103;1015002070302701103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500207030270203;1015002070302702103;10150
1;120;2;0;2;0;2;0;2;0;2;0;101500207030270303;1015002070302703103;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500207030270403;1015002070302704103;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500207030270503;1015002070302705103;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500207030270603;1015002070302706103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500207030270703;1015002070302707103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500211020270103;1015002110202701103;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500211020270203;1015002110202702103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500211020270303;1015002110202703103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500211020270403;1015002110202704103;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500211020270503;1015002110202705103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500211020270603;1015002110202706103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500211020270703;1015002110202707103;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500218030290101;1015002180302901101;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500218030290201;1015002180302902101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500218030290301;1015002180302903101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500218030290401;1015002180302904101;10150
1;45;2;0;2;0;2;0;2;0;2;0;101500218030290501;1015002180302905101;10150
1;120;2;0;2;0;2;0;2;0;2;0;101500218030290601;1015002180302906101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500218030290701;1015002180302907101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500226020290101;1015002260202901101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500226020290201;1015002260202902101;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500226020290301;1015002260202903101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500226020290501;1015002260202905101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500226020290601;1015002260202906101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500226020290701;1015002260202907101;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500226020290801;1015002260202908101;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500229020270103;1015002290202701103;10150
1;15;2;0;2;0;2;0;2;0;2;0;101500229020270203;1015002290202702103;10150
1;35;2;0;2;0;2;0;2;0;2;0;101500229020270303;1015002290202703103;10150
1;20;2;0;2;0;2;0;2;0;2;0;101500229020270403;1015002290202704103;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500229020270503;1015002290202705103;10150
2;0;2;0;2;0;2;0;2;0;1;40;101500229020270603;1015002290202706103;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500229020270803;1015002290202708103;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500230010370101;1015002300103701101;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500230010370201;1015002300103702101;10150
1;90;2;0;2;0;2;0;2;0;2;0;101500230010370301;1015002300103703101;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500230010370501;1015002300103705101;10150
1;55;2;0;2;0;2;0;2;0;2;0;101500230010370601;1015002300103706101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500230010370701;1015002300103707101;10150
1;70;2;0;2;0;2;0;2;0;2;0;101500230010370801;1015002300103708101;10150
1;120;2;0;2;0;2;0;2;0;2;0;101500234040290101;1015002340402901101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500234040290201;1015002340402902101;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500234040290301;1015002340402903101;10150
2;0;2;0;2;0;1;60;2;0;2;0;101500234040290401;1015002340402904101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500234040290501;1015002340402905101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500234040290601;1015002340402906101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500234040290701;1015002340402907101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500235010320102;1015002350103201102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500235010320202;1015002350103202102;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500235010320302;1015002350103203102;10150
1;160;2;0;2;0;2;0;2;0;2;0;101500235010320402;1015002350103204102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500235010320502;1015002350103205102;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500235010320602;1015002350103206102;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500235010320702;1015002350103207102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500237020260102;1015002370202601102;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500237020260202;1015002370202602102;10150
1;120;2;0;2;0;2;0;2;0;2;0;101500237020260302;1015002370202603102;10150
2;0;2;0;2;0;1;60;2;0;2;0;101500237020260402;1015002370202604102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500237020260502;1015002370202605102;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500237020260602;1015002370202606102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500237020260702;1015002370202607102;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500241010410102;1015002410104101102;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500241010410302;1015002410104103102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500241010410402;1015002410104104102;10150
1;140;2;0;2;0;2;0;2;0;2;0;101500241010410502;1015002410104105102;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500241010410602;1015002410104106102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500241010410702;1015002410104107102;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500241010410802;1015002410104108102;10150
1;30;2;0;2;0;2;0;2;0;2;0;101500246020250101;1015002460202501101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500246020250201;1015002460202502101;10150
2;0;2;0;2;0;2;0;1;80;2;0;101500246020250301;1015002460202503101;10150
2;0;2;0;2;0;2;0;1;100;2;0;101500246020250401;1015002460202504101;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500246020250501;1015002460202505101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500246020250601;1015002460202506101;10150
2;0;2;0;2;0;2;0;1;75;2;0;101500246020250701;1015002460202507101;10150
1;120;2;0;2;0;2;0;2;0;2;0;101500247010340103;1015002470103401103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500247010340203;1015002470103402103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500247010340303;1015002470103403103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500247010340403;1015002470103404103;10150
1;40;2;0;2;0;2;0;2;0;2;0;101500247010340503;1015002470103405103;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500247010340603;1015002470103406103;10150
1;80;2;0;2;0;2;0;2;0;1;100;101500247010340703;1015002470103407103;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500251010270103;1015002510102701103;10150
2;0;2;0;2;0;1;30;2;0;2;0;101500251010270203;1015002510102702103;10150
2;0;2;0;2;0;1;40;2;0;2;0;101500251010270303;1015002510102703103;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500251010270403;1015002510102704103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251010270503;1015002510102705103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251010270603;1015002510102706103;10150
1;25;2;0;2;0;2;0;2;0;2;0;101500251010270703;1015002510102707103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251020290101;1015002510202901101;10150
2;0;2;0;2;0;2;0;1;60;2;0;101500251020290301;1015002510202903101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251020290401;1015002510202904101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251020290501;1015002510202905101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251020290601;1015002510202906101;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500251020290701;1015002510202907101;10150
2;0;2;0;2;0;1;100;2;0;2;0;101500251020290801;1015002510202908101;10150
2;0;2;0;2;0;2;0;2;0;1;75;101500253010410102;1015002530104101102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500253010410202;1015002530104102102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500253010410302;1015002530104103102;10150
2;0;2;0;2;0;2;0;2;0;1;60;101500253010410402;1015002530104104102;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500253010410602;1015002530104106102;10150
1;80;2;0;2;0;2;0;2;0;2;0;101500253010410702;1015002530104107102;10150
1;50;2;0;2;0;2;0;2;0;2;0;101500253010410802;1015002530104108102;10150
1;60;2;0;2;0;2;0;2;0;2;0;101500259010340103;1015002590103401103;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500259010340203;1015002590103402103;10150
1;100;2;0;2;0;2;0;2;0;2;0;101500259010340303;1015002590103403103;10150
0;0;0;0;0;0;0;0;0;0;0;0;101500259010340403;1015002590103404103;10150
